customer_id,churn_probability,risk_level,tenure_months,support_tickets_90d,late_payments_6m,usage_drop_30d,nps_score,contract,payment_method,top_drivers
C004284,0.7072,medium,8,0,0,0.312,-38,one_year,credit_card,total_charges(+96.00); nps_score(+19.33); usage_drop_30d(+0.06)
C004285,0.6291,medium,47,1,0,0.104,52,month_to_month,credit_card,total_charges(+432.86); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C004286,0.5678,medium,43,1,1,0.008,49,month_to_month,credit_card,total_charges(+364.31); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C004287,0.6917,medium,49,1,1,0.021,43,month_to_month,credit_card,total_charges(+263.27); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C004288,0.7522,high,46,3,1,0.215,-14,one_year,credit_card,total_charges(+527.51); nps_score(+7.12); support_tickets_90d(+1.09)
C004289,0.8123,high,19,1,0,-0.005,17,month_to_month,credit_card,total_charges(+230.90); support_tickets_90d(+0.36)
C004290,0.6997,medium,5,0,0,-0.034,-14,one_year,credit_card,total_charges(+78.00); nps_score(+7.12); has_premium(+0.00)
C004291,0.5035,medium,56,0,0,-0.118,35,month_to_month,pix,total_charges(+710.06)
C004292,0.8981,high,30,2,2,-0.111,-26,month_to_month,credit_card,total_charges(+239.48); nps_score(+13.23); support_tickets_90d(+0.72)
C004293,0.8368,high,6,0,0,0.211,5,month_to_month,pix,total_charges(+40.02); usage_drop_30d(+0.04)
C004294,0.8307,high,56,5,0,-0.037,42,month_to_month,credit_card,total_charges(+308.32); support_tickets_90d(+1.81)
C004295,0.8814,high,60,2,1,0.15,-6,month_to_month,boleto,total_charges(+843.85); nps_score(+3.05); support_tickets_90d(+0.72)
C004296,0.8324,high,27,2,0,0.164,6,one_year,boleto,total_charges(+194.36); support_tickets_90d(+0.72); usage_drop_30d(+0.03)
C004297,0.7171,medium,47,2,0,-0.122,-12,month_to_month,pix,total_charges(+660.84); nps_score(+6.11); support_tickets_90d(+0.72)
C004298,0.9206,high,3,1,1,-0.093,29,month_to_month,boleto,total_charges(+25.49); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C004299,0.9122,high,6,5,2,0.154,15,one_year,credit_card,total_charges(+64.49); support_tickets_90d(+1.81); late_payments_6m(+0.55)
C004300,0.7826,high,17,1,0,0.075,-6,month_to_month,credit_card,total_charges(+139.60); nps_score(+3.05); support_tickets_90d(+0.36)
C004301,0.6609,medium,40,1,0,0.018,-2,month_to_month,pix,total_charges(+454.61); nps_score(+1.02); support_tickets_90d(+0.36)
C004302,0.8811,high,9,1,1,0.133,26,month_to_month,credit_card,total_charges(+86.24); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C004303,0.8528,high,3,1,0,0.232,-17,month_to_month,pix,total_charges(+20.42); nps_score(+8.65); support_tickets_90d(+0.36)
C004304,0.5141,medium,41,0,0,0.043,18,month_to_month,pix,total_charges(+477.56); usage_drop_30d(+0.01)
C004305,0.3895,low,47,1,1,-0.052,21,two_year,credit_card,total_charges(+428.29); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C004306,0.6845,medium,45,1,0,0.071,25,month_to_month,pix,total_charges(+320.93); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C004307,0.6969,medium,48,1,1,-0.095,1,month_to_month,credit_card,total_charges(+541.20); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C004308,0.7925,high,49,5,0,0.076,41,month_to_month,credit_card,total_charges(+461.68); support_tickets_90d(+1.81); usage_drop_30d(+0.01)
C004309,0.425,low,37,1,0,0.05,54,one_year,boleto,total_charges(+407.36); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C004310,0.7844,high,32,2,1,-0.097,43,month_to_month,pix,total_charges(+263.01); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C004311,0.4065,low,52,1,0,-0.023,27,one_year,credit_card,total_charges(+299.93); support_tickets_90d(+0.36)
C004312,0.8651,high,21,2,0,-0.008,-30,month_to_month,credit_card,total_charges(+310.06); nps_score(+15.26); support_tickets_90d(+0.72)
C004313,0.656,medium,6,1,0,0.182,79,one_year,boleto,total_charges(+90.13); support_tickets_90d(+0.36); usage_drop_30d(+0.03)
C004314,0.5392,medium,46,2,0,-0.108,22,two_year,boleto,total_charges(+566.25); support_tickets_90d(+0.72); has_premium(+0.00)
C004315,0.8577,high,17,1,0,-0.096,31,month_to_month,boleto,total_charges(+138.66); support_tickets_90d(+0.36)
C004316,0.4255,low,59,2,0,-0.017,-5,two_year,credit_card,total_charges(+506.53); nps_score(+2.54); support_tickets_90d(+0.72)
C004317,0.5681,medium,25,0,0,0.152,12,two_year,credit_card,total_charges(+338.99); usage_drop_30d(+0.03); has_premium(+0.00)
C004318,0.5891,medium,52,1,0,0.181,61,month_to_month,credit_card,total_charges(+437.23); support_tickets_90d(+0.36); usage_drop_30d(+0.03)
C004319,0.6126,medium,3,0,0,0.097,47,month_to_month,credit_card,total_charges(+16.79); usage_drop_30d(+0.02)
C004320,0.595,medium,40,1,0,0.179,9,one_year,pix,total_charges(+608.11); support_tickets_90d(+0.36); usage_drop_30d(+0.03)
C004321,0.6173,medium,27,2,1,0.259,73,one_year,credit_card,total_charges(+256.33); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C004322,0.6628,medium,28,1,1,0.078,-15,one_year,credit_card,total_charges(+413.87); nps_score(+7.63); support_tickets_90d(+0.36)
C004323,0.8568,high,16,3,0,-0.094,-39,one_year,pix,total_charges(+84.30); nps_score(+19.84); support_tickets_90d(+1.09)
C004324,0.8884,high,59,2,0,0.036,-48,month_to_month,credit_card,total_charges(+654.47); nps_score(+24.42); support_tickets_90d(+0.72)
C004325,0.4531,low,24,1,0,-0.195,48,one_year,boleto,total_charges(+384.28); support_tickets_90d(+0.36)
C004326,0.8777,high,52,2,1,0.121,-4,month_to_month,credit_card,total_charges(+497.95); nps_score(+2.04); support_tickets_90d(+0.72)
C004327,0.4312,low,26,1,0,-0.038,15,one_year,credit_card,total_charges(+224.63); support_tickets_90d(+0.36)
C004328,0.8683,high,3,3,0,0.07,58,month_to_month,boleto,total_charges(+14.31); support_tickets_90d(+1.09); usage_drop_30d(+0.01)
C004329,0.2745,low,53,1,0,0.035,32,one_year,pix,total_charges(+674.57); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C004330,0.9018,high,12,2,2,-0.019,-22,one_year,boleto,total_charges(+88.69); nps_score(+11.19); support_tickets_90d(+0.72)
C004331,0.6803,medium,17,3,0,0.091,77,month_to_month,credit_card,total_charges(+156.65); support_tickets_90d(+1.09); usage_drop_30d(+0.02)
C004332,0.4812,low,52,1,0,0.028,10,one_year,credit_card,total_charges(+301.35); support_tickets_90d(+0.36); usage_drop_30d(+0.01)
C004333,0.4537,low,54,3,0,-0.063,18,one_year,pix,total_charges(+775.61); support_tickets_90d(+1.09); has_premium(+0.00)
C004334,0.797,high,56,2,0,-0.148,-5,month_to_month,boleto,total_charges(+736.07); nps_score(+2.54); support_tickets_90d(+0.72)
C004335,0.7351,medium,26,0,0,0.114,-19,month_to_month,credit_card,total_charges(+238.32); nps_score(+9.67); usage_drop_30d(+0.02)
C004336,0.4031,low,46,0,0,-0.167,28,month_to_month,credit_card,total_charges(+280.39)
C004337,0.8739,high,20,1,0,0.373,-30,month_to_month,credit_card,total_charges(+284.92); nps_score(+15.26); support_tickets_90d(+0.36)
C004338,0.4864,low,45,0,0,0.282,17,one_year,credit_card,total_charges(+377.18); usage_drop_30d(+0.05)
C004339,0.7302,medium,31,3,1,-0.236,75,month_to_month,pix,total_charges(+193.09); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C004340,0.7605,high,4,3,0,0.163,46,one_year,credit_card,total_charges(+9.27); support_tickets_90d(+1.09); usage_drop_30d(+0.03)
C004341,0.8622,high,26,3,1,0.255,27,month_to_month,credit_card,total_charges(+203.33); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C004342,0.6499,medium,29,0,0,-0.055,-18,month_to_month,pix,total_charges(+150.79); nps_score(+9.16); has_premium(+0.00)
C004343,0.5647,medium,16,1,1,0.113,18,one_year,pix,total_charges(+118.60); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C004344,0.8877,high,23,0,2,0.027,-8,month_to_month,pix,total_charges(+268.76); nps_score(+4.07); late_payments_6m(+0.55)
C004345,0.5572,medium,31,1,0,0.173,70,two_year,boleto,total_charges(+252.94); support_tickets_90d(+0.36); usage_drop_30d(+0.03)
C004346,0.9223,high,3,3,0,-0.03,3,month_to_month,pix,total_charges(+30.49); support_tickets_90d(+1.09); has_premium(+0.00)
C004347,0.7825,high,10,0,1,0.233,-8,one_year,credit_card,total_charges(+71.33); nps_score(+4.07); late_payments_6m(+0.27)
C004348,0.3475,low,47,0,1,0.024,12,one_year,pix,total_charges(+451.77); late_payments_6m(+0.27); usage_drop_30d(+0.00)
C004349,0.7669,high,22,1,1,-0.007,-7,one_year,credit_card,total_charges(+341.40); nps_score(+3.56); support_tickets_90d(+0.36)
C004350,0.474,low,37,1,1,0.167,28,one_year,credit_card,total_charges(+319.26); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C004351,0.4558,low,34,1,0,0.212,84,month_to_month,credit_card,total_charges(+363.79); support_tickets_90d(+0.36); usage_drop_30d(+0.04)
C004352,0.2884,low,34,1,0,-0.371,20,one_year,credit_card,total_charges(+161.41); support_tickets_90d(+0.36)
C004353,0.8756,high,25,1,0,-0.473,-12,month_to_month,boleto,total_charges(+355.61); nps_score(+6.11); support_tickets_90d(+0.36)
C004354,0.4997,low,29,0,0,0.112,14,one_year,pix,total_charges(+234.48); usage_drop_30d(+0.02)
C004355,0.8177,high,50,0,1,-0.069,-24,month_to_month,credit_card,total_charges(+631.52); nps_score(+12.21); late_payments_6m(+0.27)
C004356,0.5536,medium,58,3,1,-0.188,100,month_to_month,pix,total_charges(+528.61); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C004357,0.8664,high,16,1,2,-0.017,83,month_to_month,boleto,total_charges(+180.99); late_payments_6m(+0.55); support_tickets_90d(+0.36)
C004358,0.8425,high,41,2,1,0.574,64,month_to_month,credit_card,total_charges(+475.56); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C004359,0.5239,medium,59,0,1,-0.189,46,month_to_month,boleto,total_charges(+481.70); late_payments_6m(+0.27)
C004360,0.8858,high,1,1,0,0.209,14,month_to_month,credit_card,total_charges(+13.76); support_tickets_90d(+0.36); usage_drop_30d(+0.04)
C004361,0.5559,medium,48,0,1,-0.087,15,month_to_month,credit_card,total_charges(+340.60); late_payments_6m(+0.27); has_premium(+0.00)
C004362,0.8637,high,30,1,2,-0.211,12,month_to_month,credit_card,total_charges(+359.80); late_payments_6m(+0.55); support_tickets_90d(+0.36)
C004363,0.5847,medium,59,2,2,-0.06,100,month_to_month,pix,total_charges(+492.82); support_tickets_90d(+0.72); late_payments_6m(+0.55)
C004364,0.5135,medium,35,1,0,-0.206,13,one_year,credit_card,total_charges(+381.97); support_tickets_90d(+0.36)
C004365,0.5399,medium,51,2,0,-0.232,0,two_year,credit_card,total_charges(+413.19); support_tickets_90d(+0.72); has_premium(+0.00)
C004366,0.9607,high,10,3,1,-0.08,16,month_to_month,boleto,total_charges(+98.28); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C004367,0.8277,high,9,0,2,-0.146,38,month_to_month,boleto,total_charges(+68.74); late_payments_6m(+0.55); has_premium(+0.00)
C004368,0.9687,high,56,3,1,0.024,-100,month_to_month,pix,total_charges(+576.96); nps_score(+50.88); support_tickets_90d(+1.09)
C004369,0.5279,medium,32,0,1,0.08,34,one_year,credit_card,total_charges(+309.17); late_payments_6m(+0.27); usage_drop_30d(+0.02)
C004370,0.9629,high,34,4,3,-0.092,-69,two_year,pix,total_charges(+264.24); nps_score(+35.11); support_tickets_90d(+1.45)
C004371,0.8719,high,11,2,0,0.163,72,month_to_month,boleto,total_charges(+109.69); support_tickets_90d(+0.72); usage_drop_30d(+0.03)
C004372,0.9578,high,14,1,4,-0.07,-40,month_to_month,credit_card,total_charges(+134.18); nps_score(+20.35); late_payments_6m(+1.10)
C004373,0.7144,medium,50,0,0,0.022,-8,month_to_month,boleto,total_charges(+385.17); nps_score(+4.07); usage_drop_30d(+0.00)
C004374,0.8558,high,19,1,1,-0.34,-47,month_to_month,credit_card,total_charges(+171.72); nps_score(+23.91); support_tickets_90d(+0.36)
C004375,0.709,medium,36,2,1,0.065,83,month_to_month,boleto,total_charges(+232.65); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C004376,0.8395,high,19,2,1,0.455,20,one_year,credit_card,total_charges(+310.26); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C004377,0.7692,high,16,3,0,0.193,98,month_to_month,credit_card,total_charges(+209.83); support_tickets_90d(+1.09); usage_drop_30d(+0.04)
C004378,0.4674,low,10,0,1,0.019,90,month_to_month,pix,total_charges(+102.45); late_payments_6m(+0.27); usage_drop_30d(+0.00)
C004379,0.2092,low,56,1,1,-0.158,64,one_year,pix,total_charges(+727.95); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C004380,0.5216,medium,57,0,1,0.344,-29,one_year,credit_card,total_charges(+206.69); nps_score(+14.76); late_payments_6m(+0.27)
C004381,0.9323,high,7,1,3,0.021,26,month_to_month,boleto,total_charges(+10.24); late_payments_6m(+0.82); support_tickets_90d(+0.36)
C004382,0.3917,low,22,2,1,-0.071,68,one_year,pix,total_charges(+184.60); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C004383,0.7701,high,34,3,1,-0.067,34,month_to_month,credit_card,total_charges(+185.67); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C004384,0.8381,high,23,0,0,0.423,7,month_to_month,boleto,total_charges(+204.88); usage_drop_30d(+0.08); has_premium(+0.00)
C004385,0.4663,low,44,0,0,0.029,32,month_to_month,credit_card,total_charges(+437.55); usage_drop_30d(+0.01)
C004386,0.9079,high,16,3,1,0.131,36,month_to_month,pix,total_charges(+200.29); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C004387,0.9585,high,4,2,1,0.013,-32,month_to_month,credit_card,total_charges(+23.89); nps_score(+16.28); support_tickets_90d(+0.72)
C004388,0.6878,medium,21,0,1,0.038,0,one_year,boleto,total_charges(+224.31); late_payments_6m(+0.27); usage_drop_30d(+0.01)
C004389,0.5116,medium,36,2,0,-0.026,43,two_year,credit_card,total_charges(+344.42); support_tickets_90d(+0.72)
C004390,0.8921,high,11,2,1,0.306,51,month_to_month,credit_card,total_charges(+109.52); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C004391,0.5128,medium,49,0,1,0.058,29,month_to_month,pix,total_charges(+390.84); late_payments_6m(+0.27); usage_drop_30d(+0.01)
C004392,0.8895,high,1,1,1,-0.203,6,month_to_month,credit_card,total_charges(+7.82); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C004393,0.8096,high,5,0,0,0.121,13,month_to_month,pix,total_charges(+44.87); usage_drop_30d(+0.02)
C004394,0.7971,high,31,3,0,0.029,-6,one_year,credit_card,total_charges(+463.20); nps_score(+3.05); support_tickets_90d(+1.09)
C004395,0.8841,high,31,2,1,0.119,16,month_to_month,credit_card,total_charges(+225.94); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C004396,0.5089,medium,18,1,0,-0.01,50,one_year,boleto,total_charges(+208.68); support_tickets_90d(+0.36)
C004397,0.7115,medium,16,3,0,-0.047,100,month_to_month,credit_card,total_charges(+155.98); support_tickets_90d(+1.09)
C004398,0.8963,high,5,1,0,0.211,-22,one_year,boleto,total_charges(+46.82); nps_score(+11.19); support_tickets_90d(+0.36)
C004399,0.4661,low,40,0,0,0.385,64,month_to_month,credit_card,total_charges(+456.35); usage_drop_30d(+0.07)
C004400,0.7702,high,23,1,1,-0.285,33,month_to_month,boleto,total_charges(+193.66); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C004401,0.9567,high,8,1,0,0.065,-36,month_to_month,boleto,nps_score(+18.32); total_charges(+7.61); support_tickets_90d(+0.36)
C004402,0.7216,medium,24,2,1,-0.047,17,one_year,credit_card,total_charges(+42.79); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C004403,0.7561,high,57,1,1,-0.114,14,month_to_month,credit_card,total_charges(+760.47); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C004404,0.8165,high,16,1,1,-0.338,20,month_to_month,credit_card,total_charges(+217.51); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C004405,0.4368,low,54,1,0,0.115,57,month_to_month,pix,total_charges(+821.28); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C004406,0.6008,medium,16,1,0,-0.037,89,month_to_month,credit_card,total_charges(+147.83); support_tickets_90d(+0.36)
C004407,0.6913,medium,12,1,0,-0.048,65,month_to_month,credit_card,total_charges(+68.38); support_tickets_90d(+0.36)
C004408,0.8842,high,16,3,1,0.266,27,month_to_month,credit_card,total_charges(+129.24); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C004409,0.7583,high,20,2,0,-0.029,31,two_year,boleto,total_charges(+191.46); support_tickets_90d(+0.72); has_premium(+0.00)
C004410,0.4707,low,8,1,1,-0.037,93,one_year,credit_card,total_charges(+56.12); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C004411,0.7168,medium,36,0,1,-0.19,-17,month_to_month,credit_card,total_charges(+523.91); nps_score(+8.65); late_payments_6m(+0.27)
C004412,0.7828,high,21,1,2,-0.113,63,month_to_month,pix,total_charges(+343.50); late_payments_6m(+0.55); support_tickets_90d(+0.36)
C004413,0.8549,high,44,1,0,0.314,-20,month_to_month,pix,total_charges(+484.36); nps_score(+10.18); support_tickets_90d(+0.36)
C004414,0.6663,medium,30,0,0,0.16,-33,two_year,pix,total_charges(+277.77); nps_score(+16.79); usage_drop_30d(+0.03)
C004415,0.7042,medium,27,0,0,0.282,42,month_to_month,boleto,total_charges(+153.09); usage_drop_30d(+0.05)
C004416,0.9196,high,29,3,1,-0.101,-38,month_to_month,credit_card,total_charges(+413.34); nps_score(+19.33); support_tickets_90d(+1.09)
C004417,0.7176,medium,10,1,0,0.115,6,one_year,credit_card,total_charges(+101.55); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C004418,0.472,low,43,1,0,0.239,68,month_to_month,credit_card,total_charges(+374.97); support_tickets_90d(+0.36); usage_drop_30d(+0.04)
C004419,0.9623,high,7,1,1,0.154,-12,month_to_month,boleto,total_charges(+76.10); nps_score(+6.11); support_tickets_90d(+0.36)
C004420,0.6613,medium,44,2,0,0.334,83,month_to_month,credit_card,total_charges(+345.89); support_tickets_90d(+0.72); usage_drop_30d(+0.06)
C004421,0.8865,high,60,1,2,0.122,-59,month_to_month,credit_card,total_charges(+597.67); nps_score(+30.02); late_payments_6m(+0.55)
C004422,0.7838,high,46,2,0,0.05,57,month_to_month,boleto,total_charges(+238.41); support_tickets_90d(+0.72); usage_drop_30d(+0.01)
C004423,0.8235,high,28,2,0,-0.374,-28,two_year,boleto,total_charges(+358.04); nps_score(+14.25); support_tickets_90d(+0.72)
C004424,0.7868,high,19,0,0,0.125,13,month_to_month,credit_card,total_charges(+177.18); usage_drop_30d(+0.02)
C004425,0.3787,low,53,2,0,0.158,28,two_year,pix,total_charges(+690.17); support_tickets_90d(+0.72); usage_drop_30d(+0.03)
C004426,0.7174,medium,16,0,0,0.257,10,month_to_month,credit_card,total_charges(+149.96); usage_drop_30d(+0.05)
C004427,0.4928,low,29,0,0,-0.093,11,one_year,boleto,total_charges(+273.32)
C004428,0.4003,low,47,0,0,0.044,-31,one_year,pix,total_charges(+279.11); nps_score(+15.77); usage_drop_30d(+0.01)
C004429,0.1092,low,56,0,0,-0.236,70,one_year,credit_card,total_charges(+669.83); has_premium(+0.00)
C004430,0.4282,low,56,1,1,-0.24,-23,one_year,pix,total_charges(+378.55); nps_score(+11.70); support_tickets_90d(+0.36)
C004431,0.9178,high,6,1,2,0.142,-23,month_to_month,pix,total_charges(+42.20); nps_score(+11.70); late_payments_6m(+0.55)
C004432,0.4341,low,54,2,0,0.278,17,one_year,pix,total_charges(+513.75); support_tickets_90d(+0.72); usage_drop_30d(+0.05)
C004433,0.7973,high,7,1,2,0.284,-4,two_year,credit_card,total_charges(+69.51); nps_score(+2.04); late_payments_6m(+0.55)
C004434,0.598,medium,36,0,0,0.129,49,month_to_month,credit_card,total_charges(+156.09); usage_drop_30d(+0.02); has_premium(+0.00)
C004435,0.894,high,56,1,2,0.418,1,month_to_month,credit_card,total_charges(+487.71); late_payments_6m(+0.55); support_tickets_90d(+0.36)
C004436,0.5916,medium,40,2,0,-0.021,20,two_year,boleto,total_charges(+482.98); support_tickets_90d(+0.72)
C004437,0.3956,low,57,1,1,0.212,24,two_year,credit_card,total_charges(+487.49); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C004438,0.8416,high,21,4,0,-0.187,54,month_to_month,credit_card,total_charges(+191.50); support_tickets_90d(+1.45); has_premium(+0.00)
C004439,0.3728,low,19,0,1,-0.516,2,one_year,pix,total_charges(+195.26); late_payments_6m(+0.27); has_premium(+0.00)
C004440,0.5647,medium,20,0,0,-0.037,-39,two_year,credit_card,total_charges(+184.07); nps_score(+19.84); has_premium(+0.00)
C004441,0.8925,high,22,1,1,0.028,-8,month_to_month,credit_card,total_charges(+137.36); nps_score(+4.07); support_tickets_90d(+0.36)
C004442,0.8963,high,41,3,1,0.092,60,month_to_month,boleto,total_charges(+386.79); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C004443,0.6877,medium,28,0,0,0.016,32,month_to_month,credit_card,total_charges(+360.61); usage_drop_30d(+0.00)
C004444,0.7651,high,45,1,0,0.115,7,month_to_month,credit_card,total_charges(+284.09); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C004445,0.9087,high,25,3,0,0.363,22,month_to_month,credit_card,total_charges(+208.03); support_tickets_90d(+1.09); usage_drop_30d(+0.07)
C004446,0.6645,medium,19,1,0,0.183,11,two_year,credit_card,total_charges(+106.34); support_tickets_90d(+0.36); usage_drop_30d(+0.03)
C004447,0.62,medium,12,3,1,-0.088,48,one_year,credit_card,total_charges(+153.80); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C004448,0.5482,medium,34,1,0,-0.402,32,one_year,boleto,total_charges(+311.04); support_tickets_90d(+0.36); has_premium(+0.00)
C004449,0.669,medium,54,1,0,-0.144,10,month_to_month,credit_card,total_charges(+374.53); support_tickets_90d(+0.36); has_premium(+0.00)
C004450,0.5081,medium,52,1,0,0.292,52,month_to_month,credit_card,total_charges(+508.29); support_tickets_90d(+0.36); usage_drop_30d(+0.05)
C004451,0.6639,medium,16,1,0,-0.041,61,month_to_month,pix,total_charges(+94.45); support_tickets_90d(+0.36)
C004452,0.6225,medium,29,1,1,0.172,-12,one_year,pix,total_charges(+190.40); nps_score(+6.11); support_tickets_90d(+0.36)
C004453,0.9445,high,43,2,1,0.165,-12,month_to_month,boleto,total_charges(+216.07); nps_score(+6.11); support_tickets_90d(+0.72)
C004454,0.56,medium,37,1,3,0.04,100,month_to_month,pix,total_charges(+237.81); late_payments_6m(+0.82); support_tickets_90d(+0.36)
C004455,0.6801,medium,5,2,0,0.034,42,one_year,credit_card,total_charges(+68.72); support_tickets_90d(+0.72); usage_drop_30d(+0.01)
C004456,0.5381,medium,36,1,0,-0.07,78,month_to_month,boleto,total_charges(+273.32); support_tickets_90d(+0.36)
C004457,0.9323,high,3,3,1,0.451,51,month_to_month,pix,total_charges(+34.24); support_tickets_90d(+1.09); late_payments_6m(+0.27)
C004458,0.7863,high,7,0,1,-0.122,36,month_to_month,boleto,total_charges(+48.57); late_payments_6m(+0.27); has_premium(+0.00)
C004459,0.8505,high,40,2,0,0.252,-55,two_year,credit_card,total_charges(+476.14); nps_score(+27.98); support_tickets_90d(+0.72)
C004460,0.8024,high,7,0,0,0.2,-23,month_to_month,pix,total_charges(+43.50); nps_score(+11.70); usage_drop_30d(+0.04)
C004461,0.7736,high,21,0,1,0.161,43,month_to_month,credit_card,total_charges(+194.99); late_payments_6m(+0.27); usage_drop_30d(+0.03)
C004462,0.7848,high,36,1,2,0.028,-12,two_year,credit_card,total_charges(+348.05); nps_score(+6.11); late_payments_6m(+0.55)
C004463,0.6453,medium,40,1,0,-0.216,15,two_year,boleto,total_charges(+662.89); support_tickets_90d(+0.36)
C004464,0.6683,medium,27,3,0,-0.157,52,month_to_month,credit_card,total_charges(+302.24); support_tickets_90d(+1.09); has_premium(+0.00)
C004465,0.5444,medium,6,0,0,-0.089,25,one_year,credit_card,total_charges(+46.11)
C004466,0.3173,low,48,0,1,0.117,34,two_year,credit_card,total_charges(+548.57); late_payments_6m(+0.27); usage_drop_30d(+0.02)
C004467,0.5978,medium,57,0,1,0.21,69,month_to_month,credit_card,total_charges(+911.90); late_payments_6m(+0.27); usage_drop_30d(+0.04)
C004468,0.3455,low,54,2,0,0.107,72,one_year,credit_card,total_charges(+249.01); support_tickets_90d(+0.72); usage_drop_30d(+0.02)
C004469,0.7352,medium,45,1,0,0.097,18,month_to_month,boleto,total_charges(+314.53); support_tickets_90d(+0.36); usage_drop_30d(+0.02)
C004470,0.7035,medium,25,2,0,0.238,65,one_year,boleto,total_charges(+218.66); support_tickets_90d(+0.72); usage_drop_30d(+0.04)
C004471,0.7702,high,53,0,0,-0.326,-14,month_to_month,boleto,total_charges(+437.99); nps_score(+7.12); has_premium(+0.00)
C004472,0.2958,low,30,1,0,-0.347,28,one_year,credit_card,total_charges(+252.41); support_tickets_90d(+0.36)
C004473,0.5195,medium,9,1,0,-0.229,40,one_year,credit_card,total_charges(+50.26); support_tickets_90d(+0.36)
C004474,0.6878,medium,52,2,0,0.217,16,month_to_month,pix,total_charges(+717.68); support_tickets_90d(+0.72); usage_drop_30d(+0.04)
C004475,0.5504,medium,20,0,1,-0.312,12,one_year,credit_card,total_charges(+100.49); late_payments_6m(+0.27)
C004476,0.6686,medium,57,1,0,0.048,-19,month_to_month,credit_card,total_charges(+510.12); nps_score(+9.67); support_tickets_90d(+0.36)
C004477,0.7104,medium,23,1,1,-0.114,19,month_to_month,pix,total_charges(+293.46); support_tickets_90d(+0.36); late_payments_6m(+0.27)
C004478,0.5136,medium,53,1,0,0.078,-36,two_year,credit_card,total_charges(+499.87); nps_score(+18.32); support_tickets_90d(+0.36)
C004479,0.5692,medium,33,2,1,0.025,15,two_year,credit_card,total_charges(+227.13); support_tickets_90d(+0.72); late_payments_6m(+0.27)
C004480,0.5747,medium,29,0,1,0.095,22,one_year,credit_card,total_charges(+157.27); late_payments_6m(+0.27); usage_drop_30d(+0.02)
C004481,0.573,medium,18,0,0,-0.022,46,two_year,boleto,total_charges(+157.89)
C004482,0.7721,high,51,0,0,0.177,-21,month_to_month,credit_card,total_charges(+367.38); nps_score(+10.68); usage_drop_30d(+0.03)
C004483,0.8202,high,4,0,0,0.313,32,month_to_month,boleto,total_charges(+36.43); usage_drop_30d(+0.06); has_premium(+0.00)
C004484,0.6852,medium,29,1,0,0.278,40,two_year,boleto,total_charges(+156.21); support_tickets_90d(+0.36); usage_drop_30d(+0.05)
C004485,0.8768,high,23,4,0,-0.015,19,two_year,boleto,total_charges(+273.11); support_tickets_90d(+1.45); has_premium(+0.00)
C004486,0.6915,medium,33,1,0,-0.106,36,month_to_month,credit_card,total_charges(+323.82); support_tickets_90d(+0.36)
C004487,0.6185,medium,16,0,0,0.085,29,month_to_month,credit_card,total_charges(+159.47); usage_drop_30d(+0.02); has_premium(+0.00)
C004488,0.9211,high,40,2,1,0.406,-71,one_year,pix,total_charges(+552.11); nps_score(+36.13); support_tickets_90d(+0.72)
C004489,0.8585,high,24,1,2,0.04,-12,month_to_month,pix,total_charges(+189.41); nps_score(+6.11); late_payments_6m(+0.55)
