customer_id,churn_probability,risk_level
C003716,0.7429,medium
C003717,0.7722,high
C003718,0.6744,medium
C003719,0.6408,medium
C003720,0.81,high
C003721,0.7318,medium
C003722,0.8893,high
C003723,0.833,high
C003724,0.811,high
C003725,0.7282,medium
C003726,0.6273,medium
C003727,0.8263,high
C003728,0.5388,medium
C003729,0.4726,low
C003730,0.2965,low
C003731,0.2992,low
C003732,0.5032,medium
C003733,0.4478,low
C003734,0.808,high
C003735,0.537,medium
C003736,0.6023,medium
C003737,0.7966,high
C003738,0.6936,medium
C003739,0.5236,medium
C003740,0.8383,high
C003741,0.2273,low
C003742,0.2905,low
C003743,0.6172,medium
C003744,0.8656,high
C003745,0.9086,high
C003746,0.5224,medium
C003747,0.6463,medium
C003748,0.6984,medium
C003749,0.6263,medium
C003750,0.8255,high
C003751,0.722,medium
C003752,0.7425,medium
C003753,0.7447,medium
C003754,0.425,low
C003755,0.6654,medium
C003756,0.7824,high
C003757,0.6964,medium
C003758,0.8702,high
C003759,0.5206,medium
C003760,0.7048,medium
C003761,0.9219,high
C003762,0.5779,medium
C003763,0.3063,low
C003764,0.5645,medium
C003765,0.7916,high
C003766,0.8178,high
C003767,0.588,medium
C003768,0.503,medium
C003769,0.8995,high
C003770,0.8728,high
C003771,0.6987,medium
C003772,0.5228,medium
C003773,0.7398,medium
C003774,0.7032,medium
C003775,0.8791,high
C003776,0.5801,medium
C003777,0.6171,medium
C003778,0.8142,high
C003779,0.5497,medium
C003780,0.9247,high
C003781,0.4831,low
C003782,0.9154,high
C003783,0.5809,medium
C003784,0.8827,high
C003785,0.758,high
C003786,0.8669,high
C003787,0.8709,high
C003788,0.268,low
C003789,0.9227,high
C003790,0.7267,medium
C003791,0.859,high
C003792,0.4329,low
C003793,0.5702,medium
C003794,0.6043,medium
C003795,0.9043,high
C003796,0.5677,medium
C003797,0.6538,medium
C003798,0.5294,medium
C003799,0.7724,high
C003800,0.3176,low
C003801,0.7931,high
C003802,0.7151,medium
C003803,0.6268,medium
C003804,0.8584,high
C003805,0.6489,medium
C003806,0.8406,high
C003807,0.9287,high
C003808,0.5623,medium
C003809,0.9389,high
C003810,0.87,high
C003811,0.8613,high
C003812,0.7093,medium
C003813,0.7659,high
C003814,0.8048,high
C003815,0.3236,low
C003816,0.2126,low
C003817,0.4682,low
C003818,0.6932,medium
C003819,0.3797,low
C003820,0.4916,low
C003821,0.7714,high
C003822,0.672,medium
C003823,0.8677,high
C003824,0.7049,medium
C003825,0.3,low
C003826,0.6217,medium
C003827,0.6963,medium
C003828,0.662,medium
C003829,0.645,medium
C003830,0.7469,medium
C003831,0.8793,high
C003832,0.4106,low
C003833,0.6876,medium
C003834,0.8717,high
C003835,0.5945,medium
C003836,0.93,high
C003837,0.5999,medium
C003838,0.533,medium
C003839,0.2769,low
C003840,0.6696,medium
C003841,0.7668,high
C003842,0.7628,high
C003843,0.8863,high
C003844,0.8287,high
C003845,0.7604,high
C003846,0.3317,low
C003847,0.8528,high
C003848,0.547,medium
C003849,0.8374,high
C003850,0.9624,high
C003851,0.4507,low
C003852,0.8925,high
C003853,0.5979,medium
C003854,0.7037,medium
C003855,0.6592,medium
C003856,0.833,high
C003857,0.6195,medium
C003858,0.8663,high
C003859,0.677,medium
C003860,0.868,high
C003861,0.464,low
C003862,0.7829,high
C003863,0.8621,high
C003864,0.7178,medium
C003865,0.8838,high
C003866,0.6151,medium
C003867,0.7392,medium
C003868,0.7506,high
C003869,0.8256,high
C003870,0.919,high
C003871,0.6721,medium
C003872,0.6122,medium
C003873,0.6574,medium
C003874,0.8495,high
C003875,0.6751,medium
C003876,0.7962,high
C003877,0.4015,low
C003878,0.9225,high
C003879,0.9341,high
C003880,0.3907,low
C003881,0.6687,medium
C003882,0.9079,high
C003883,0.403,low
C003884,0.8256,high
C003885,0.8665,high
C003886,0.9075,high
C003887,0.7152,medium
C003888,0.9106,high
C003889,0.6344,medium
C003890,0.7332,medium
C003891,0.7732,high
C003892,0.5308,medium
C003893,0.8241,high
C003894,0.6968,medium
C003895,0.6889,medium
C003896,0.3985,low
C003897,0.5515,medium
C003898,0.5616,medium
C003899,0.7171,medium
C003900,0.9031,high
C003901,0.3053,low
C003902,0.5691,medium
C003903,0.8528,high
C003904,0.539,medium
C003905,0.9216,high
C003906,0.7619,high
C003907,0.5149,medium
C003908,0.916,high
C003909,0.2528,low
C003910,0.9076,high
C003911,0.5871,medium
C003912,0.8581,high
C003913,0.714,medium
C003914,0.6077,medium
C003915,0.5779,medium
C003916,0.8445,high
C003917,0.4214,low
C003918,0.8864,high
C003919,0.6367,medium
C003920,0.8065,high
C003921,0.8197,high
C003922,0.852,high
C003923,0.2768,low
C003924,0.9457,high
C003925,0.8427,high
C003926,0.8767,high
C003927,0.8253,high
C003928,0.6936,medium
C003929,0.8215,high
C003930,0.589,medium
C003931,0.9512,high
C003932,0.8907,high
C003933,0.8029,high
C003934,0.7327,medium
C003935,0.6016,medium
C003936,0.7474,medium
C003937,0.8579,high
C003938,0.6505,medium
C003939,0.4058,low
C003940,0.8328,high
C003941,0.9396,high
C003942,0.4882,low
C003943,0.7301,medium
C003944,0.9021,high
C003945,0.7594,high
C003946,0.7268,medium
C003947,0.5106,medium
C003948,0.6037,medium
C003949,0.6118,medium
C003950,0.4598,low
C003951,0.6156,medium
C003952,0.8913,high
C003953,0.9262,high
C003954,0.833,high
C003955,0.7525,high
C003956,0.8343,high
C003957,0.8398,high
C003958,0.7967,high
C003959,0.432,low
C003960,0.5188,medium
C003961,0.6716,medium
C003962,0.3389,low
C003963,0.6913,medium
C003964,0.9171,high
C003965,0.4544,low
C003966,0.565,medium
C003967,0.5869,medium
C003968,0.6898,medium
C003969,0.793,high
C003970,0.8787,high
C003971,0.4015,low
C003972,0.9628,high
C003973,0.941,high
C003974,0.5528,medium
C003975,0.6108,medium
C003976,0.5374,medium
C003977,0.3961,low
C003978,0.9009,high
C003979,0.5925,medium
C003980,0.601,medium
C003981,0.8735,high
C003982,0.894,high
C003983,0.3671,low
C003984,0.6197,medium
C003985,0.7599,high
C003986,0.6651,medium
C003987,0.8335,high
C003988,0.8775,high
C003989,0.7183,medium
C003990,0.3502,low
C003991,0.1339,low
C003992,0.8781,high
C003993,0.8348,high
C003994,0.9113,high
C003995,0.7089,medium
C003996,0.931,high
C003997,0.7949,high
C003998,0.7912,high
C003999,0.4118,low
C004000,0.9286,high
C004001,0.8569,high
C004002,0.7838,high
C004003,0.7531,high
C004004,0.6013,medium
C004005,0.737,medium
C004006,0.8426,high
C004007,0.2378,low
C004008,0.6501,medium
C004009,0.7106,medium
C004010,0.8175,high
C004011,0.6651,medium
C004012,0.3253,low
C004013,0.8259,high
C004014,0.8935,high
C004015,0.9252,high
C004016,0.8566,high
C004017,0.4907,low
C004018,0.9566,high
C004019,0.2603,low
C004020,0.6839,medium
C004021,0.6219,medium
C004022,0.8974,high
C004023,0.8004,high
C004024,0.874,high
C004025,0.5445,medium
C004026,0.7843,high
C004027,0.7587,high
C004028,0.56,medium
C004029,0.8448,high
C004030,0.8941,high
C004031,0.5937,medium
C004032,0.9283,high
C004033,0.766,high
C004034,0.8407,high
C004035,0.5056,medium
C004036,0.5233,medium
C004037,0.5945,medium
C004038,0.9391,high
C004039,0.7051,medium
C004040,0.7179,medium
C004041,0.5476,medium
C004042,0.3043,low
C004043,0.8384,high
C004044,0.5783,medium
C004045,0.9083,high
C004046,0.6862,medium
C004047,0.8334,high
C004048,0.6068,medium
C004049,0.6519,medium
C004050,0.7828,high
C004051,0.6398,medium
C004052,0.669,medium
C004053,0.7953,high
C004054,0.7283,medium
C004055,0.4399,low
C004056,0.735,medium
C004057,0.7132,medium
C004058,0.6444,medium
C004059,0.6362,medium
C004060,0.7435,medium
C004061,0.8649,high
C004062,0.8338,high
C004063,0.6778,medium
C004064,0.7674,high
C004065,0.6618,medium
C004066,0.4979,low
C004067,0.4097,low
C004068,0.8509,high
C004069,0.7936,high
C004070,0.6883,medium
C004071,0.4053,low
C004072,0.2936,low
C004073,0.8665,high
C004074,0.7846,high
C004075,0.7232,medium
C004076,0.7265,medium
C004077,0.8221,high
C004078,0.6148,medium
C004079,0.5918,medium
C004080,0.6362,medium
C004081,0.6635,medium
C004082,0.6565,medium
C004083,0.8694,high
C004084,0.7911,high
C004085,0.7638,high
C004086,0.8029,high
C004087,0.633,medium
C004088,0.4747,low
C004089,0.8368,high
C004090,0.5916,medium
C004091,0.7915,high
C004092,0.9294,high
C004093,0.7982,high
C004094,0.6114,medium
C004095,0.837,high
C004096,0.8732,high
C004097,0.8675,high
C004098,0.7891,high
C004099,0.6987,medium
C004100,0.815,high
C004101,0.8275,high
C004102,0.9348,high
C004103,0.7931,high
C004104,0.8322,high
C004105,0.5646,medium
C004106,0.6096,medium
C004107,0.5277,medium
C004108,0.8116,high
C004109,0.9187,high
C004110,0.6061,medium
C004111,0.5287,medium
C004112,0.9565,high
C004113,0.5104,medium
C004114,0.29,low
C004115,0.3958,low
C004116,0.7949,high
C004117,0.4395,low
C004118,0.9003,high
C004119,0.9423,high
C004120,0.4223,low
C004121,0.5103,medium
C004122,0.8802,high
C004123,0.8554,high
C004124,0.8064,high
C004125,0.4838,low
C004126,0.9155,high
C004127,0.7393,medium
C004128,0.5887,medium
C004129,0.5547,medium
C004130,0.9508,high
C004131,0.5727,medium
C004132,0.8598,high
C004133,0.7522,high
C004134,0.5665,medium
C004135,0.8072,high
C004136,0.6152,medium
C004137,0.7013,medium
C004138,0.7235,medium
C004139,0.5193,medium
C004140,0.5905,medium
C004141,0.7907,high
C004142,0.594,medium
C004143,0.4335,low
C004144,0.6743,medium
C004145,0.6724,medium
C004146,0.7317,medium
C004147,0.5591,medium
C004148,0.7549,high
C004149,0.7672,high
C004150,0.6842,medium
C004151,0.7859,high
C004152,0.5558,medium
C004153,0.5428,medium
C004154,0.8568,high
C004155,0.6169,medium
C004156,0.6746,medium
C004157,0.3484,low
C004158,0.8791,high
C004159,0.7661,high
C004160,0.5383,medium
C004161,0.6283,medium
C004162,0.7958,high
C004163,0.8109,high
C004164,0.333,low
C004165,0.8387,high
C004166,0.5219,medium
C004167,0.641,medium
C004168,0.2776,low
C004169,0.5276,medium
C004170,0.7708,high
C004171,0.7081,medium
C004172,0.3708,low
C004173,0.692,medium
C004174,0.2259,low
C004175,0.8486,high
C004176,0.562,medium
C004177,0.645,medium
C004178,0.7274,medium
C004179,0.5683,medium
C004180,0.3923,low
C004181,0.5932,medium
C004182,0.8237,high
C004183,0.7574,high
C004184,0.655,medium
C004185,0.8504,high
C004186,0.7761,high
C004187,0.8322,high
C004188,0.8234,high
C004189,0.5636,medium
C004190,0.9879,high
C004191,0.8231,high
C004192,0.5132,medium
C004193,0.781,high
C004194,0.8478,high
C004195,0.8511,high
C004196,0.6835,medium
C004197,0.7899,high
C004198,0.4555,low
C004199,0.9594,high
C004200,0.507,medium
C004201,0.7353,medium
C004202,0.6354,medium
C004203,0.8864,high
C004204,0.8262,high
C004205,0.555,medium
C004206,0.3246,low
C004207,0.432,low
C004208,0.618,medium
C004209,0.6042,medium
C004210,0.5381,medium
C004211,0.8043,high
C004212,0.8421,high
C004213,0.5303,medium
C004214,0.6649,medium
C004215,0.7653,high
C004216,0.8746,high
C004217,0.7482,medium
C004218,0.7979,high
C004219,0.4865,low
C004220,0.8139,high
C004221,0.8061,high
C004222,0.8198,high
C004223,0.7959,high
C004224,0.7349,medium
C004225,0.4119,low
C004226,0.4051,low
C004227,0.4437,low
C004228,0.9032,high
C004229,0.7091,medium
C004230,0.9244,high
C004231,0.8962,high
C004232,0.3576,low
C004233,0.5325,medium
C004234,0.6666,medium
C004235,0.9809,high
C004236,0.8303,high
C004237,0.8491,high
C004238,0.5689,medium
C004239,0.8473,high
C004240,0.8986,high
C004241,0.7892,high
C004242,0.6432,medium
C004243,0.9555,high
C004244,0.4505,low
C004245,0.6876,medium
C004246,0.2775,low
C004247,0.616,medium
C004248,0.7265,medium
C004249,0.8152,high
C004250,0.545,medium
C004251,0.7952,high
C004252,0.7154,medium
C004253,0.8209,high
C004254,0.8653,high
C004255,0.7148,medium
C004256,0.4152,low
C004257,0.8279,high
C004258,0.8232,high
C004259,0.888,high
C004260,0.9103,high
C004261,0.8197,high
C004262,0.6758,medium
C004263,0.716,medium
C004264,0.5931,medium
C004265,0.8858,high
C004266,0.7076,medium
C004267,0.7063,medium
C004268,0.889,high
C004269,0.732,medium
C004270,0.2671,low
C004271,0.8638,high
C004272,0.674,medium
C004273,0.5417,medium
C004274,0.8308,high
C004275,0.277,low
C004276,0.6476,medium
C004277,0.6341,medium
C004278,0.2334,low
C004279,0.9308,high
C004280,0.4338,low
C004281,0.7486,medium
C004282,0.8876,high
C004283,0.2159,low
C004284,0.7072,medium
C004285,0.6291,medium
C004286,0.5678,medium
C004287,0.6917,medium
C004288,0.7522,high
C004289,0.8123,high
C004290,0.6997,medium
C004291,0.5035,medium
C004292,0.8981,high
C004293,0.8368,high
C004294,0.8307,high
C004295,0.8814,high
C004296,0.8324,high
C004297,0.7171,medium
C004298,0.9206,high
C004299,0.9122,high
C004300,0.7826,high
C004301,0.6609,medium
C004302,0.8811,high
C004303,0.8528,high
C004304,0.5141,medium
C004305,0.3895,low
C004306,0.6845,medium
C004307,0.6969,medium
C004308,0.7925,high
C004309,0.425,low
C004310,0.7844,high
C004311,0.4065,low
C004312,0.8651,high
C004313,0.656,medium
C004314,0.5392,medium
C004315,0.8577,high
C004316,0.4255,low
C004317,0.5681,medium
C004318,0.5891,medium
C004319,0.6126,medium
C004320,0.595,medium
C004321,0.6173,medium
C004322,0.6628,medium
C004323,0.8568,high
C004324,0.8884,high
C004325,0.4531,low
C004326,0.8777,high
C004327,0.4312,low
C004328,0.8683,high
C004329,0.2745,low
C004330,0.9018,high
C004331,0.6803,medium
C004332,0.4812,low
C004333,0.4537,low
C004334,0.797,high
C004335,0.7351,medium
C004336,0.4031,low
C004337,0.8739,high
C004338,0.4864,low
C004339,0.7302,medium
C004340,0.7605,high
C004341,0.8622,high
C004342,0.6499,medium
C004343,0.5647,medium
C004344,0.8877,high
C004345,0.5572,medium
C004346,0.9223,high
C004347,0.7825,high
C004348,0.3475,low
C004349,0.7669,high
C004350,0.474,low
C004351,0.4558,low
C004352,0.2884,low
C004353,0.8756,high
C004354,0.4997,low
C004355,0.8177,high
C004356,0.5536,medium
C004357,0.8664,high
C004358,0.8425,high
C004359,0.5239,medium
C004360,0.8858,high
C004361,0.5559,medium
C004362,0.8637,high
C004363,0.5847,medium
C004364,0.5135,medium
C004365,0.5399,medium
C004366,0.9607,high
C004367,0.8277,high
C004368,0.9687,high
C004369,0.5279,medium
C004370,0.9629,high
C004371,0.8719,high
C004372,0.9578,high
C004373,0.7144,medium
C004374,0.8558,high
C004375,0.709,medium
C004376,0.8395,high
C004377,0.7692,high
C004378,0.4674,low
C004379,0.2092,low
C004380,0.5216,medium
C004381,0.9323,high
C004382,0.3917,low
C004383,0.7701,high
C004384,0.8381,high
C004385,0.4663,low
C004386,0.9079,high
C004387,0.9585,high
C004388,0.6878,medium
C004389,0.5116,medium
C004390,0.8921,high
C004391,0.5128,medium
C004392,0.8895,high
C004393,0.8096,high
C004394,0.7971,high
C004395,0.8841,high
C004396,0.5089,medium
C004397,0.7115,medium
C004398,0.8963,high
C004399,0.4661,low
C004400,0.7702,high
C004401,0.9567,high
C004402,0.7216,medium
C004403,0.7561,high
C004404,0.8165,high
C004405,0.4368,low
C004406,0.6008,medium
C004407,0.6913,medium
C004408,0.8842,high
C004409,0.7583,high
C004410,0.4707,low
C004411,0.7168,medium
C004412,0.7828,high
C004413,0.8549,high
C004414,0.6663,medium
C004415,0.7042,medium
C004416,0.9196,high
C004417,0.7176,medium
C004418,0.472,low
C004419,0.9623,high
C004420,0.6613,medium
C004421,0.8865,high
C004422,0.7838,high
C004423,0.8235,high
C004424,0.7868,high
C004425,0.3787,low
C004426,0.7174,medium
C004427,0.4928,low
C004428,0.4003,low
C004429,0.1092,low
C004430,0.4282,low
C004431,0.9178,high
C004432,0.4341,low
C004433,0.7973,high
C004434,0.598,medium
C004435,0.894,high
C004436,0.5916,medium
C004437,0.3956,low
C004438,0.8416,high
C004439,0.3728,low
C004440,0.5647,medium
C004441,0.8925,high
C004442,0.8963,high
C004443,0.6877,medium
C004444,0.7651,high
C004445,0.9087,high
C004446,0.6645,medium
C004447,0.62,medium
C004448,0.5482,medium
C004449,0.669,medium
C004450,0.5081,medium
C004451,0.6639,medium
C004452,0.6225,medium
C004453,0.9445,high
C004454,0.56,medium
C004455,0.6801,medium
C004456,0.5381,medium
C004457,0.9323,high
C004458,0.7863,high
C004459,0.8505,high
C004460,0.8024,high
C004461,0.7736,high
C004462,0.7848,high
C004463,0.6453,medium
C004464,0.6683,medium
C004465,0.5444,medium
C004466,0.3173,low
C004467,0.5978,medium
C004468,0.3455,low
C004469,0.7352,medium
C004470,0.7035,medium
C004471,0.7702,high
C004472,0.2958,low
C004473,0.5195,medium
C004474,0.6878,medium
C004475,0.5504,medium
C004476,0.6686,medium
C004477,0.7104,medium
C004478,0.5136,medium
C004479,0.5692,medium
C004480,0.5747,medium
C004481,0.573,medium
C004482,0.7721,high
C004483,0.8202,high
C004484,0.6852,medium
C004485,0.8768,high
C004486,0.6915,medium
C004487,0.6185,medium
C004488,0.9211,high
C004489,0.8585,high
C004490,0.3571,low
C004491,0.9194,high
C004492,0.9247,high
C004493,0.7676,high
C004494,0.6009,medium
C004495,0.2152,low
C004496,0.8423,high
C004497,0.6429,medium
C004498,0.7238,medium
C004499,0.815,high
C004500,0.679,medium
C004501,0.6891,medium
C004502,0.634,medium
C004503,0.6015,medium
C004504,0.5414,medium
C004505,0.7052,medium
C004506,0.9345,high
C004507,0.8663,high
C004508,0.8431,high
C004509,0.4619,low
C004510,0.771,high
C004511,0.7794,high
C004512,0.6706,medium
C004513,0.6702,medium
C004514,0.5757,medium
C004515,0.5255,medium
C004516,0.6692,medium
C004517,0.9077,high
C004518,0.7085,medium
C004519,0.9102,high
C004520,0.7803,high
C004521,0.678,medium
C004522,0.8834,high
C004523,0.8853,high
C004524,0.8974,high
C004525,0.6622,medium
C004526,0.7496,medium
C004527,0.6522,medium
C004528,0.8994,high
C004529,0.732,medium
C004530,0.9076,high
C004531,0.6653,medium
C004532,0.6977,medium
C004533,0.4277,low
C004534,0.8451,high
C004535,0.7993,high
C004536,0.8862,high
C004537,0.509,medium
C004538,0.7221,medium
C004539,0.9331,high
C004540,0.6726,medium
C004541,0.5544,medium
C004542,0.6844,medium
C004543,0.7993,high
C004544,0.8385,high
C004545,0.6515,medium
C004546,0.7318,medium
C004547,0.7635,high
C004548,0.5871,medium
C004549,0.782,high
C004550,0.8011,high
C004551,0.7315,medium
C004552,0.4886,low
C004553,0.4849,low
C004554,0.7654,high
C004555,0.7335,medium
C004556,0.9667,high
C004557,0.6137,medium
C004558,0.8169,high
C004559,0.8582,high
C004560,0.9153,high
C004561,0.8366,high
C004562,0.5733,medium
C004563,0.8404,high
C004564,0.1671,low
C004565,0.5544,medium
C004566,0.3219,low
C004567,0.729,medium
C004568,0.8045,high
C004569,0.5482,medium
C004570,0.7521,high
C004571,0.9418,high
C004572,0.7893,high
C004573,0.5879,medium
C004574,0.8331,high
C004575,0.3769,low
C004576,0.5616,medium
C004577,0.559,medium
C004578,0.8502,high
C004579,0.7947,high
C004580,0.8757,high
C004581,0.4332,low
C004582,0.6666,medium
C004583,0.7657,high
C004584,0.4451,low
C004585,0.7309,medium
C004586,0.6699,medium
C004587,0.6372,medium
C004588,0.7708,high
C004589,0.7961,high
C004590,0.1988,low
C004591,0.8394,high
C004592,0.7161,medium
C004593,0.6284,medium
C004594,0.8086,high
C004595,0.9403,high
C004596,0.6275,medium
C004597,0.9421,high
C004598,0.8349,high
C004599,0.7776,high
C004600,0.4542,low
C004601,0.791,high
C004602,0.3795,low
C004603,0.6456,medium
C004604,0.8482,high
C004605,0.5176,medium
C004606,0.9299,high
C004607,0.6678,medium
C004608,0.7139,medium
C004609,0.9321,high
C004610,0.6505,medium
C004611,0.7781,high
C004612,0.7615,high
C004613,0.4688,low
C004614,0.7945,high
C004615,0.9423,high
C004616,0.4738,low
C004617,0.8668,high
C004618,0.4139,low
C004619,0.6276,medium
C004620,0.7633,high
C004621,0.4102,low
C004622,0.9165,high
C004623,0.9444,high
C004624,0.9018,high
C004625,0.7302,medium
C004626,0.9259,high
C004627,0.587,medium
C004628,0.4828,low
C004629,0.8726,high
C004630,0.6239,medium
C004631,0.87,high
C004632,0.8479,high
C004633,0.9702,high
C004634,0.9253,high
C004635,0.7211,medium
C004636,0.4286,low
C004637,0.8501,high
C004638,0.1684,low
C004639,0.594,medium
C004640,0.7096,medium
C004641,0.7594,high
C004642,0.3623,low
C004643,0.7702,high
C004644,0.9408,high
C004645,0.748,medium
C004646,0.2983,low
C004647,0.9097,high
C004648,0.6729,medium
C004649,0.6841,medium
C004650,0.584,medium
C004651,0.3106,low
C004652,0.7666,high
C004653,0.8879,high
C004654,0.8646,high
C004655,0.7246,medium
C004656,0.4441,low
C004657,0.9053,high
C004658,0.8942,high
C004659,0.6762,medium
C004660,0.5533,medium
C004661,0.6068,medium
C004662,0.8346,high
C004663,0.6433,medium
C004664,0.8619,high
C004665,0.6071,medium
C004666,0.9133,high
C004667,0.8262,high
C004668,0.7898,high
C004669,0.9641,high
C004670,0.629,medium
C004671,0.5712,medium
C004672,0.976,high
C004673,0.1864,low
C004674,0.153,low
C004675,0.9496,high
C004676,0.7159,medium
C004677,0.6809,medium
C004678,0.3864,low
C004679,0.7807,high
C004680,0.5656,medium
C004681,0.6095,medium
C004682,0.5862,medium
C004683,0.8667,high
C004684,0.7678,high
C004685,0.8952,high
C004686,0.3769,low
C004687,0.6997,medium
C004688,0.2525,low
C004689,0.6068,medium
C004690,0.9386,high
C004691,0.7462,medium
C004692,0.4566,low
C004693,0.5458,medium
C004694,0.7195,medium
C004695,0.8604,high
C004696,0.9372,high
C004697,0.8864,high
C004698,0.9544,high
C004699,0.9323,high
C004700,0.7645,high
C004701,0.9412,high
C004702,0.5413,medium
C004703,0.6389,medium
C004704,0.5925,medium
C004705,0.65,medium
C004706,0.7917,high
C004707,0.7664,high
C004708,0.5885,medium
C004709,0.8322,high
C004710,0.8583,high
C004711,0.6005,medium
C004712,0.9585,high
C004713,0.872,high
C004714,0.95,high
C004715,0.7036,medium
C004716,0.5832,medium
C004717,0.7147,medium
C004718,0.9418,high
C004719,0.9516,high
C004720,0.6749,medium
C004721,0.295,low
C004722,0.5496,medium
C004723,0.7499,medium
C004724,0.7009,medium
C004725,0.6975,medium
C004726,0.5077,medium
C004727,0.417,low
C004728,0.8683,high
C004729,0.6418,medium
C004730,0.7532,high
C004731,0.6556,medium
C004732,0.6762,medium
C004733,0.6966,medium
C004734,0.6842,medium
C004735,0.6118,medium
C004736,0.8107,high
C004737,0.5207,medium
C004738,0.3472,low
C004739,0.8583,high
C004740,0.8998,high
C004741,0.597,medium
C004742,0.555,medium
C004743,0.8507,high
C004744,0.7061,medium
C004745,0.5161,medium
C004746,0.5476,medium
C004747,0.7119,medium
C004748,0.7391,medium
C004749,0.6047,medium
C004750,0.6531,medium
C004751,0.8232,high
C004752,0.3923,low
C004753,0.7544,high
C004754,0.8657,high
C004755,0.4283,low
C004756,0.4842,low
C004757,0.9537,high
C004758,0.8775,high
C004759,0.4331,low
C004760,0.861,high
C004761,0.7733,high
C004762,0.8579,high
C004763,0.4838,low
C004764,0.5165,medium
C004765,0.7692,high
C004766,0.802,high
C004767,0.4306,low
C004768,0.5763,medium
C004769,0.9014,high
C004770,0.8254,high
C004771,0.9816,high
C004772,0.7806,high
C004773,0.5533,medium
C004774,0.5368,medium
C004775,0.8734,high
C004776,0.6811,medium
C004777,0.9095,high
C004778,0.6943,medium
C004779,0.9457,high
C004780,0.4259,low
C004781,0.7904,high
C004782,0.6617,medium
C004783,0.7577,high
C004784,0.8931,high
C004785,0.6823,medium
C004786,0.7507,high
C004787,0.8853,high
C004788,0.7371,medium
C004789,0.7916,high
C004790,0.959,high
C004791,0.2753,low
C004792,0.8254,high
C004793,0.6773,medium
C004794,0.4624,low
C004795,0.9251,high
C004796,0.5979,medium
C004797,0.7771,high
C004798,0.8308,high
C004799,0.7372,medium
C004800,0.7693,high
C004801,0.3431,low
C004802,0.8666,high
C004803,0.8202,high
C004804,0.8256,high
C004805,0.425,low
C004806,0.5468,medium
C004807,0.6195,medium
C004808,0.6972,medium
C004809,0.6646,medium
C004810,0.3108,low
C004811,0.5912,medium
C004812,0.6375,medium
C004813,0.958,high
C004814,0.3993,low
C004815,0.7147,medium
C004816,0.8952,high
C004817,0.3848,low
C004818,0.8605,high
C004819,0.7727,high
C004820,0.4071,low
C004821,0.7461,medium
C004822,0.8557,high
C004823,0.6682,medium
C004824,0.7583,high
C004825,0.7457,medium
C004826,0.7379,medium
C004827,0.4179,low
C004828,0.6995,medium
C004829,0.781,high
C004830,0.9049,high
C004831,0.8474,high
C004832,0.6903,medium
C004833,0.642,medium
C004834,0.4343,low
C004835,0.5734,medium
C004836,0.6254,medium
C004837,0.4436,low
C004838,0.729,medium
C004839,0.5572,medium
C004840,0.6413,medium
C004841,0.8512,high
C004842,0.839,high
C004843,0.8816,high
C004844,0.778,high
C004845,0.8004,high
C004846,0.6836,medium
C004847,0.745,medium
C004848,0.8261,high
C004849,0.7218,medium
C004850,0.5725,medium
C004851,0.6376,medium
C004852,0.9435,high
C004853,0.9653,high
C004854,0.8414,high
C004855,0.5971,medium
C004856,0.4584,low
C004857,0.9312,high
C004858,0.7146,medium
C004859,0.7027,medium
C004860,0.8232,high
C004861,0.6038,medium
C004862,0.7029,medium
C004863,0.7256,medium
C004864,0.6469,medium
C004865,0.6702,medium
C004866,0.8218,high
C004867,0.8689,high
C004868,0.5429,medium
C004869,0.6159,medium
C004870,0.6156,medium
C004871,0.8294,high
C004872,0.876,high
C004873,0.5274,medium
C004874,0.554,medium
C004875,0.4218,low
C004876,0.6725,medium
C004877,0.627,medium
C004878,0.4446,low
C004879,0.3639,low
C004880,0.8272,high
C004881,0.518,medium
C004882,0.8344,high
C004883,0.7175,medium
C004884,0.5382,medium
C004885,0.8761,high
C004886,0.9333,high
C004887,0.8813,high
C004888,0.8605,high
C004889,0.5316,medium
C004890,0.8462,high
C004891,0.6861,medium
C004892,0.8493,high
C004893,0.9355,high
C004894,0.4595,low
C004895,0.7213,medium
C004896,0.8172,high
C004897,0.7387,medium
C004898,0.8851,high
C004899,0.7356,medium
C004900,0.645,medium
C004901,0.8426,high
C004902,0.938,high
C004903,0.4361,low
C004904,0.8046,high
C004905,0.7497,medium
C004906,0.8402,high
C004907,0.7095,medium
C004908,0.6532,medium
C004909,0.4228,low
C004910,0.791,high
C004911,0.9135,high
C004912,0.8959,high
C004913,0.6068,medium
C004914,0.8789,high
C004915,0.6142,medium
C004916,0.7166,medium
C004917,0.5416,medium
C004918,0.8532,high
C004919,0.3417,low
C004920,0.2944,low
C004921,0.3056,low
C004922,0.8517,high
C004923,0.4394,low
C004924,0.8719,high
C004925,0.9319,high
C004926,0.6488,medium
C004927,0.507,medium
C004928,0.897,high
C004929,0.7497,medium
C004930,0.5778,medium
C004931,0.3099,low
C004932,0.6617,medium
C004933,0.7551,high
C004934,0.6888,medium
C004935,0.908,high
C004936,0.2611,low
C004937,0.3243,low
C004938,0.5926,medium
C004939,0.5125,medium
C004940,0.5091,medium
C004941,0.6998,medium
C004942,0.3282,low
C004943,0.4401,low
C004944,0.6998,medium
C004945,0.4973,low
C004946,0.4971,low
C004947,0.793,high
C004948,0.7127,medium
C004949,0.7405,medium
C004950,0.5985,medium
C004951,0.9642,high
